Plan_Rental,Plan_Rental_GST,Plan_Type,Plan_Name,Go_Live_Date,Pack_Closure_Date,Active_Inactive,Go_Live_Circle,Plan_Brief,Plan_SOC_ID,Category,Category_Name,Category_Value,Plan_ID,Product_Type,Customer_Type,Segment,Brand,Operator,Validity_Days,Data_Benefit,Daily_Data_Limit,Total_Data_Limit,Data_Unit,Voice_Benefit,SMS_Benefit,SMS_Limit,5G_Eligible,4G_Eligible,OTT_Benefit,OTT_Platform,Roaming_Benefit,ISD_Benefit,Night_Data,Weekend_Data,Data_Rollover,Speed_Post_Limit,Activation_Channel,Recharge_Channel,Market,Circle_Count,Launch_Quarter,Closure_Reason,Plan_Status,Auto_Renewal,FUP_Limit,FUP_Speed,Additional_Benefits,Created_Date,Last_Updated_Date
181,₹181.00 (GST Inclusive @18% | Base ₹153.39 + GST ₹27.61),Data,Vi Hero Unlimited Data Booster 181 (Legacy),20-May-23,14-Feb-24,Inactive,"GUJ, MAH, MUM",Data Only | 18.75GB Total (Full Validity),26123483,1.Telco Benefits,2.Data,18.75GB Data Pack (Validity Based),PLN-PRE-00034,Prepaid,Retail,Data Add-On,Vi Hero Unlimited,Vodafone Idea,28,18.75GB Total (Full Validity),NA,18.75,GB,No Voice Benefit (Data Only Pack),No SMS Benefit,0,No,Yes,No,NA,NA,NA,NA,NA,No,64 Kbps,MyApp,Retail Outlet | Cash,West,3,Q1 FY2023-24,Low Subscriber Uptake,Withdrawn,No,18.75GB/Validity,64 Kbps,NA,23-Apr-23,13-Mar-24
181,₹181.00 (GST Inclusive @18% | Base ₹153.39 + GST ₹27.61),Data,Vi Hero Unlimited Data Booster 181 (Legacy),20-May-23,14-Feb-24,Inactive,"GUJ, MAH, MUM",Data Only | 18.75GB Total (Full Validity),26123483,1.Telco Benefits,4.Validity,28 Days Validity,PLN-PRE-00034,Prepaid,Retail,Data Add-On,Vi Hero Unlimited,Vodafone Idea,28,18.75GB Total (Full Validity),NA,18.75,GB,No Voice Benefit (Data Only Pack),No SMS Benefit,0,No,Yes,No,NA,NA,NA,NA,NA,No,64 Kbps,MyApp,Retail Outlet | Cash,West,3,Q1 FY2023-24,Low Subscriber Uptake,Withdrawn,No,18.75GB/Validity,64 Kbps,NA,23-Apr-23,13-Mar-24
181,₹181.00 (GST Inclusive @18% | Base ₹153.39 + GST ₹27.61),Data,Vi Hero Unlimited Data Booster 181 (Legacy),20-May-23,14-Feb-24,Inactive,"GUJ, MAH, MUM",Data Only | 18.75GB Total (Full Validity),26123483,1.Telco Benefits,5.FUP,Post 18.75GB/Validity FUP - Speed Reduced to 64 Kbps,PLN-PRE-00034,Prepaid,Retail,Data Add-On,Vi Hero Unlimited,Vodafone Idea,28,18.75GB Total (Full Validity),NA,18.75,GB,No Voice Benefit (Data Only Pack),No SMS Benefit,0,No,Yes,No,NA,NA,NA,NA,NA,No,64 Kbps,MyApp,Retail Outlet | Cash,West,3,Q1 FY2023-24,Low Subscriber Uptake,Withdrawn,No,18.75GB/Validity,64 Kbps,NA,23-Apr-23,13-Mar-24
149,₹149.00 (GST Inclusive @18% | Base ₹126.27 + GST ₹22.73),Unlimited,Vi Hero Unlimited 149 (Legacy),03-May-23,30-Mar-25,Inactive,"DEL, HAR, J&K, PUN, RAJ, UPE",UL Calls | 0.5GB/Day High-Speed Data | 100 SMS/Day,26123953,1.Telco Benefits,1.Voice,Unlimited Calls (Local+STD+NR),PLN-PRE-00035,Prepaid,Retail,Entry,Vi Hero Unlimited,Vodafone Idea,20,0.5GB/Day High-Speed Data,0.5,10,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,2000,No,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Retail Outlet,Retail Outlet | Cash,North,6,Q1 FY2023-24,Regulatory Tariff Revision,Grandfathered,Yes,0.5GB/Day,64 Kbps,Vi Movies & TV Access,13-Feb-23,13-May-25
149,₹149.00 (GST Inclusive @18% | Base ₹126.27 + GST ₹22.73),Unlimited,Vi Hero Unlimited 149 (Legacy),03-May-23,30-Mar-25,Inactive,"DEL, HAR, J&K, PUN, RAJ, UPE",UL Calls | 0.5GB/Day High-Speed Data | 100 SMS/Day,26123953,1.Telco Benefits,2.Data,0.5GB High Speed Data Per Day,PLN-PRE-00035,Prepaid,Retail,Entry,Vi Hero Unlimited,Vodafone Idea,20,0.5GB/Day High-Speed Data,0.5,10,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,2000,No,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Retail Outlet,Retail Outlet | Cash,North,6,Q1 FY2023-24,Regulatory Tariff Revision,Grandfathered,Yes,0.5GB/Day,64 Kbps,Vi Movies & TV Access,13-Feb-23,13-May-25
149,₹149.00 (GST Inclusive @18% | Base ₹126.27 + GST ₹22.73),Unlimited,Vi Hero Unlimited 149 (Legacy),03-May-23,30-Mar-25,Inactive,"DEL, HAR, J&K, PUN, RAJ, UPE",UL Calls | 0.5GB/Day High-Speed Data | 100 SMS/Day,26123953,1.Telco Benefits,2.Data,64 Kbps Post Daily Limit,PLN-PRE-00035,Prepaid,Retail,Entry,Vi Hero Unlimited,Vodafone Idea,20,0.5GB/Day High-Speed Data,0.5,10,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,2000,No,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Retail Outlet,Retail Outlet | Cash,North,6,Q1 FY2023-24,Regulatory Tariff Revision,Grandfathered,Yes,0.5GB/Day,64 Kbps,Vi Movies & TV Access,13-Feb-23,13-May-25
149,₹149.00 (GST Inclusive @18% | Base ₹126.27 + GST ₹22.73),Unlimited,Vi Hero Unlimited 149 (Legacy),03-May-23,30-Mar-25,Inactive,"DEL, HAR, J&K, PUN, RAJ, UPE",UL Calls | 0.5GB/Day High-Speed Data | 100 SMS/Day,26123953,1.Telco Benefits,3.SMS,100 Free SMS/Day,PLN-PRE-00035,Prepaid,Retail,Entry,Vi Hero Unlimited,Vodafone Idea,20,0.5GB/Day High-Speed Data,0.5,10,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,2000,No,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Retail Outlet,Retail Outlet | Cash,North,6,Q1 FY2023-24,Regulatory Tariff Revision,Grandfathered,Yes,0.5GB/Day,64 Kbps,Vi Movies & TV Access,13-Feb-23,13-May-25
149,₹149.00 (GST Inclusive @18% | Base ₹126.27 + GST ₹22.73),Unlimited,Vi Hero Unlimited 149 (Legacy),03-May-23,30-Mar-25,Inactive,"DEL, HAR, J&K, PUN, RAJ, UPE",UL Calls | 0.5GB/Day High-Speed Data | 100 SMS/Day,26123953,1.Telco Benefits,4.Validity,Validity: 20 Days,PLN-PRE-00035,Prepaid,Retail,Entry,Vi Hero Unlimited,Vodafone Idea,20,0.5GB/Day High-Speed Data,0.5,10,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,2000,No,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Retail Outlet,Retail Outlet | Cash,North,6,Q1 FY2023-24,Regulatory Tariff Revision,Grandfathered,Yes,0.5GB/Day,64 Kbps,Vi Movies & TV Access,13-Feb-23,13-May-25
149,₹149.00 (GST Inclusive @18% | Base ₹126.27 + GST ₹22.73),Unlimited,Vi Hero Unlimited 149 (Legacy),03-May-23,30-Mar-25,Inactive,"DEL, HAR, J&K, PUN, RAJ, UPE",UL Calls | 0.5GB/Day High-Speed Data | 100 SMS/Day,26123953,1.Telco Benefits,5.FUP,Beyond 0.5GB/Day: Speed Capped at 64 Kbps,PLN-PRE-00035,Prepaid,Retail,Entry,Vi Hero Unlimited,Vodafone Idea,20,0.5GB/Day High-Speed Data,0.5,10,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,2000,No,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Retail Outlet,Retail Outlet | Cash,North,6,Q1 FY2023-24,Regulatory Tariff Revision,Grandfathered,Yes,0.5GB/Day,64 Kbps,Vi Movies & TV Access,13-Feb-23,13-May-25
149,₹149.00 (GST Inclusive @18% | Base ₹126.27 + GST ₹22.73),Unlimited,Vi Hero Unlimited 149 (Legacy),03-May-23,30-Mar-25,Inactive,"DEL, HAR, J&K, PUN, RAJ, UPE",UL Calls | 0.5GB/Day High-Speed Data | 100 SMS/Day,26123953,3.Roaming Benefits,1.Roaming,Free National Roaming (Incoming+Outgoing),PLN-PRE-00035,Prepaid,Retail,Entry,Vi Hero Unlimited,Vodafone Idea,20,0.5GB/Day High-Speed Data,0.5,10,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,2000,No,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Retail Outlet,Retail Outlet | Cash,North,6,Q1 FY2023-24,Regulatory Tariff Revision,Grandfathered,Yes,0.5GB/Day,64 Kbps,Vi Movies & TV Access,13-Feb-23,13-May-25
149,₹149.00 (GST Inclusive @18% | Base ₹126.27 + GST ₹22.73),Unlimited,Vi Hero Unlimited 149 (Legacy),03-May-23,30-Mar-25,Inactive,"DEL, HAR, J&K, PUN, RAJ, UPE",UL Calls | 0.5GB/Day High-Speed Data | 100 SMS/Day,26123953,5.Additional Benefits,1.Additional Benefits,Vi Movies & TV Access,PLN-PRE-00035,Prepaid,Retail,Entry,Vi Hero Unlimited,Vodafone Idea,20,0.5GB/Day High-Speed Data,0.5,10,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,2000,No,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Retail Outlet,Retail Outlet | Cash,North,6,Q1 FY2023-24,Regulatory Tariff Revision,Grandfathered,Yes,0.5GB/Day,64 Kbps,Vi Movies & TV Access,13-Feb-23,13-May-25
799,₹799.00 (GST Inclusive @18% | Base ₹677.12 + GST ₹121.88),Unlimited,Vi Hero Unlimited 799 (Legacy),30-Jun-23,05-Jun-24,Inactive,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26124262,1.Telco Benefits,1.Voice,Unlimited Voice (L+STD+NR),PLN-PRE-00036,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,84,1.5GB/Day High-Speed Data,1.5,126,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Mini Store,UPI | Wallet,Pan India,23,Q1 FY2023-24,Circle-wise Pack Harmonisation,Withdrawn,Yes,1.5GB/Day,64 Kbps,Vi Movies & TV Access,03-Jun-23,13-Jul-24
799,₹799.00 (GST Inclusive @18% | Base ₹677.12 + GST ₹121.88),Unlimited,Vi Hero Unlimited 799 (Legacy),30-Jun-23,05-Jun-24,Inactive,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26124262,1.Telco Benefits,2.Data,Daily Data: 1.5GB,PLN-PRE-00036,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,84,1.5GB/Day High-Speed Data,1.5,126,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Mini Store,UPI | Wallet,Pan India,23,Q1 FY2023-24,Circle-wise Pack Harmonisation,Withdrawn,Yes,1.5GB/Day,64 Kbps,Vi Movies & TV Access,03-Jun-23,13-Jul-24
799,₹799.00 (GST Inclusive @18% | Base ₹677.12 + GST ₹121.88),Unlimited,Vi Hero Unlimited 799 (Legacy),30-Jun-23,05-Jun-24,Inactive,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26124262,1.Telco Benefits,2.Data,64 Kbps Post Daily Limit,PLN-PRE-00036,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,84,1.5GB/Day High-Speed Data,1.5,126,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Mini Store,UPI | Wallet,Pan India,23,Q1 FY2023-24,Circle-wise Pack Harmonisation,Withdrawn,Yes,1.5GB/Day,64 Kbps,Vi Movies & TV Access,03-Jun-23,13-Jul-24
799,₹799.00 (GST Inclusive @18% | Base ₹677.12 + GST ₹121.88),Unlimited,Vi Hero Unlimited 799 (Legacy),30-Jun-23,05-Jun-24,Inactive,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26124262,1.Telco Benefits,2.Data,Unlimited 5G Browsing in 5G Coverage Areas,PLN-PRE-00036,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,84,1.5GB/Day High-Speed Data,1.5,126,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Mini Store,UPI | Wallet,Pan India,23,Q1 FY2023-24,Circle-wise Pack Harmonisation,Withdrawn,Yes,1.5GB/Day,64 Kbps,Vi Movies & TV Access,03-Jun-23,13-Jul-24
799,₹799.00 (GST Inclusive @18% | Base ₹677.12 + GST ₹121.88),Unlimited,Vi Hero Unlimited 799 (Legacy),30-Jun-23,05-Jun-24,Inactive,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26124262,1.Telco Benefits,3.SMS,100 SMS/Day,PLN-PRE-00036,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,84,1.5GB/Day High-Speed Data,1.5,126,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Mini Store,UPI | Wallet,Pan India,23,Q1 FY2023-24,Circle-wise Pack Harmonisation,Withdrawn,Yes,1.5GB/Day,64 Kbps,Vi Movies & TV Access,03-Jun-23,13-Jul-24
799,₹799.00 (GST Inclusive @18% | Base ₹677.12 + GST ₹121.88),Unlimited,Vi Hero Unlimited 799 (Legacy),30-Jun-23,05-Jun-24,Inactive,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26124262,1.Telco Benefits,4.Validity,Pack Valid for 84 Days,PLN-PRE-00036,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,84,1.5GB/Day High-Speed Data,1.5,126,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Mini Store,UPI | Wallet,Pan India,23,Q1 FY2023-24,Circle-wise Pack Harmonisation,Withdrawn,Yes,1.5GB/Day,64 Kbps,Vi Movies & TV Access,03-Jun-23,13-Jul-24
799,₹799.00 (GST Inclusive @18% | Base ₹677.12 + GST ₹121.88),Unlimited,Vi Hero Unlimited 799 (Legacy),30-Jun-23,05-Jun-24,Inactive,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26124262,1.Telco Benefits,5.FUP,Beyond 1.5GB/Day: Speed Capped at 64 Kbps,PLN-PRE-00036,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,84,1.5GB/Day High-Speed Data,1.5,126,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Mini Store,UPI | Wallet,Pan India,23,Q1 FY2023-24,Circle-wise Pack Harmonisation,Withdrawn,Yes,1.5GB/Day,64 Kbps,Vi Movies & TV Access,03-Jun-23,13-Jul-24
799,₹799.00 (GST Inclusive @18% | Base ₹677.12 + GST ₹121.88),Unlimited,Vi Hero Unlimited 799 (Legacy),30-Jun-23,05-Jun-24,Inactive,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26124262,3.Roaming Benefits,1.Roaming,Free National Roaming (Incoming+Outgoing),PLN-PRE-00036,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,84,1.5GB/Day High-Speed Data,1.5,126,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Mini Store,UPI | Wallet,Pan India,23,Q1 FY2023-24,Circle-wise Pack Harmonisation,Withdrawn,Yes,1.5GB/Day,64 Kbps,Vi Movies & TV Access,03-Jun-23,13-Jul-24
799,₹799.00 (GST Inclusive @18% | Base ₹677.12 + GST ₹121.88),Unlimited,Vi Hero Unlimited 799 (Legacy),30-Jun-23,05-Jun-24,Inactive,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day | Unlimited 5G,26124262,5.Additional Benefits,1.Additional Benefits,Vi Movies & TV Access,PLN-PRE-00036,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,84,1.5GB/Day High-Speed Data,1.5,126,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,8400,Yes,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Mini Store,UPI | Wallet,Pan India,23,Q1 FY2023-24,Circle-wise Pack Harmonisation,Withdrawn,Yes,1.5GB/Day,64 Kbps,Vi Movies & TV Access,03-Jun-23,13-Jul-24
349,₹349.00 (GST Inclusive @18% | Base ₹295.76 + GST ₹53.24),Unlimited,Vi Hero Unlimited 349 (Legacy),14-Apr-23,09-Sep-24,Inactive,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day,26125146,1.Telco Benefits,1.Voice,Unlimited Calls (Local+STD+NR),PLN-PRE-00037,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,28,1.5GB/Day High-Speed Data,1.5,42,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,2800,No,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Retail Outlet,MyApp | Debit Card,Pan India,23,Q1 FY2023-24,Low Subscriber Uptake,Withdrawn,No,1.5GB/Day,64 Kbps,Vi Movies & TV Access,04-Feb-23,12-Oct-24
349,₹349.00 (GST Inclusive @18% | Base ₹295.76 + GST ₹53.24),Unlimited,Vi Hero Unlimited 349 (Legacy),14-Apr-23,09-Sep-24,Inactive,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day,26125146,1.Telco Benefits,2.Data,1.5GB High Speed Data Per Day,PLN-PRE-00037,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,28,1.5GB/Day High-Speed Data,1.5,42,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,2800,No,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Retail Outlet,MyApp | Debit Card,Pan India,23,Q1 FY2023-24,Low Subscriber Uptake,Withdrawn,No,1.5GB/Day,64 Kbps,Vi Movies & TV Access,04-Feb-23,12-Oct-24
349,₹349.00 (GST Inclusive @18% | Base ₹295.76 + GST ₹53.24),Unlimited,Vi Hero Unlimited 349 (Legacy),14-Apr-23,09-Sep-24,Inactive,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day,26125146,1.Telco Benefits,2.Data,64 Kbps Post Daily Limit,PLN-PRE-00037,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,28,1.5GB/Day High-Speed Data,1.5,42,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,2800,No,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Retail Outlet,MyApp | Debit Card,Pan India,23,Q1 FY2023-24,Low Subscriber Uptake,Withdrawn,No,1.5GB/Day,64 Kbps,Vi Movies & TV Access,04-Feb-23,12-Oct-24
349,₹349.00 (GST Inclusive @18% | Base ₹295.76 + GST ₹53.24),Unlimited,Vi Hero Unlimited 349 (Legacy),14-Apr-23,09-Sep-24,Inactive,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day,26125146,1.Telco Benefits,3.SMS,Daily SMS Limit: 100,PLN-PRE-00037,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,28,1.5GB/Day High-Speed Data,1.5,42,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,2800,No,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Retail Outlet,MyApp | Debit Card,Pan India,23,Q1 FY2023-24,Low Subscriber Uptake,Withdrawn,No,1.5GB/Day,64 Kbps,Vi Movies & TV Access,04-Feb-23,12-Oct-24
349,₹349.00 (GST Inclusive @18% | Base ₹295.76 + GST ₹53.24),Unlimited,Vi Hero Unlimited 349 (Legacy),14-Apr-23,09-Sep-24,Inactive,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day,26125146,1.Telco Benefits,4.Validity,28 Days Validity,PLN-PRE-00037,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,28,1.5GB/Day High-Speed Data,1.5,42,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,2800,No,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Retail Outlet,MyApp | Debit Card,Pan India,23,Q1 FY2023-24,Low Subscriber Uptake,Withdrawn,No,1.5GB/Day,64 Kbps,Vi Movies & TV Access,04-Feb-23,12-Oct-24
349,₹349.00 (GST Inclusive @18% | Base ₹295.76 + GST ₹53.24),Unlimited,Vi Hero Unlimited 349 (Legacy),14-Apr-23,09-Sep-24,Inactive,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day,26125146,1.Telco Benefits,5.FUP,Beyond 1.5GB/Day: Speed Capped at 64 Kbps,PLN-PRE-00037,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,28,1.5GB/Day High-Speed Data,1.5,42,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,2800,No,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Retail Outlet,MyApp | Debit Card,Pan India,23,Q1 FY2023-24,Low Subscriber Uptake,Withdrawn,No,1.5GB/Day,64 Kbps,Vi Movies & TV Access,04-Feb-23,12-Oct-24
349,₹349.00 (GST Inclusive @18% | Base ₹295.76 + GST ₹53.24),Unlimited,Vi Hero Unlimited 349 (Legacy),14-Apr-23,09-Sep-24,Inactive,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day,26125146,3.Roaming Benefits,1.Roaming,Free National Roaming (Incoming+Outgoing),PLN-PRE-00037,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,28,1.5GB/Day High-Speed Data,1.5,42,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,2800,No,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Retail Outlet,MyApp | Debit Card,Pan India,23,Q1 FY2023-24,Low Subscriber Uptake,Withdrawn,No,1.5GB/Day,64 Kbps,Vi Movies & TV Access,04-Feb-23,12-Oct-24
349,₹349.00 (GST Inclusive @18% | Base ₹295.76 + GST ₹53.24),Unlimited,Vi Hero Unlimited 349 (Legacy),14-Apr-23,09-Sep-24,Inactive,"ANE, APR, BIH, DEL, GUJ, HAR, HP, J&K, KAR, KER, KOL, MAH, MPCG, MUM, NE, ORI, PUN, RAJ, ROB, TN, UPE, UPW, WB",UL Calls | 1.5GB/Day High-Speed Data | 100 SMS/Day,26125146,5.Additional Benefits,1.Additional Benefits,Vi Movies & TV Access,PLN-PRE-00037,Prepaid,Retail,Value,Vi Hero Unlimited,Vodafone Idea,28,1.5GB/Day High-Speed Data,1.5,42,GB,Unlimited Calls (Local+STD+NR),100 SMS/Day,2800,No,Yes,No,NA,Free National Roaming,NA,NA,NA,No,64 Kbps,Retail Outlet,MyApp | Debit Card,Pan India,23,Q1 FY2023-24,Low Subscriber Uptake,Withdrawn,No,1.5GB/Day,64 Kbps,Vi Movies & TV Access,04-Feb-23,12-Oct-24
1001,₹1001.00 + GST ₹180.18 (18%) = ₹1181.18,Family,Vi Max 1001 (Legacy),15-Feb-23,06-Mar-24,Inactive,"GUJ, MAH, MPCG",UL Calls | 112.5GB Total (Full Validity) | 3000SMS | Unlimited 5G,26125260,1.Telco Benefits,1.Voice,Unlimited Calls (Local+STD+NR),PLN-POST-00013,Postpaid,HNI,Premium,Vi Max,Vodafone Idea,30,112.5GB Total (Full Validity),NA,112.5,GB,Unlimited Calls (Local+STD+NR),3000 SMS (Full Validity),3000,Yes,Yes,No,NA,Free National Roaming + IR Discount,Discounted ISD Rate,NA,NA,Yes,64 Kbps,Website,MyApp | UPI,West,3,Q4 FY2022-23,Low Subscriber Uptake,Withdrawn,Yes,112.5GB/Validity,64 Kbps,Monthly Bill on Single Invoice | 2 Family Add-On Connections | Priority Customer Care | Unused Data Rollover,04-Dec-22,30-Mar-24
